Sample	High	Low	MeanDecreaseAccuracy	MeanDecreaseGini	feature
Untr	-1.26350380477302	-0.141641401689141	-0.908332523559576	0.807753124489037	tunnel_lower_neg_charge
Untr	0.999854945902726	1.15652121600317	1.53691555167555	1.8924286384568	tunnel_lower_no_charge
Untr	0.392509772989291	1.02540326555071	0.956025549826837	0.720683588503296	tunnel_lower_pos_charge
Untr	-2.17296413035145	1.59510667602916	-0.352440890038757	0.653547550045405	tunnel_lower_aromatic
Untr	2.06761968245155	1.99660744158744	2.29617271695807	1.92289983977932	tunnel_lower_polar
Untr	-0.51398311398192	1.18718508403539	0.631630589837313	1.45701762046972	tunnel_lower_nonpolar
Untr	2.06252656489746	0.584591222552214	1.82571143013289	0.922684423531178	tunnel_lower_v_hydrophobic
Untr	-0.201112661158038	-0.830494573965983	-0.507884412895505	0.783567989282473	tunnel_lower_hydrophobic
Untr	2.27367042464658	1.61357059744604	2.47510000349582	1.01680000764486	tunnel_lower_neutral
Untr	-1.14776715690942	1.29272237201608	0.513290971394523	1.17281630402562	tunnel_lower_hydrophilic
Untr	0.376501082767042	-2.57287233039294	-1.49813893845761	0.524666449339008	tunnel_central_neg_charge
Untr	-0.0796500197654101	1.17404564034755	0.538930784177069	0.509486222601249	tunnel_central_no_charge
Untr	1.71957855157986	-2.72313962502227	-1.05677164082911	0.611350789458278	tunnel_central_pos_charge
Untr	-0.34824386421024	-0.396676152383206	-0.387424368272759	0.471183078340794	tunnel_central_aromatic
Untr	-0.0343107178413262	0.474774912741176	0.258109100250154	1.21701506253874	tunnel_central_polar
Untr	-0.651929522045528	0.541068285866179	0.11657612668152	1.1101643764435	tunnel_central_nonpolar
Untr	0.407568263384897	1.14974121905273	1.15322518967774	1.07537237190715	tunnel_central_v_hydrophobic
Untr	1.0157317258427	-0.921915716579004	0.230664773593112	0.446017106319989	tunnel_central_hydrophobic
Untr	0.757385988504879	-0.53870890952242	-0.0445021687182997	0.865832367520411	tunnel_central_neutral
Untr	1.01400788141741	1.64320695128265	1.62831041249412	0.703468740893668	tunnel_central_hydrophilic
